"Sl No","Job Number","Start Date","End Date","Name of Work",Ward,Office,"Budget Head",Contractor,Mobile,Email,"Bill Type","Order Number","Order Date","SBR Number","SBR Date","BR Number","BR Date","CBR Number","CBR Date",Payment,Gross,"Gross In words",Deduction,"Deduction in words",Nett,"Nett in words"
11,012-22-000004,01-Jan-2023,31-Jan-2023,"Annual Maintenance of street lights package D-1 in Kammagondanhalli Surrounding Area ward no 12","o012 Shettihalli","Executive Engineer Electricial Dasarahalli Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","002481 CHETHAN ELECTRICALS ",9986319631,,Running,000001,04-Apr-2022,000066,17-Feb-2023,000066,17-Feb-2023,,"           ","Under Process in Addl. Commr. Finance",291732,"Two Lakh Ninety One Thousand Seven Hundred Thirty Two",19488,"Nineteen Thousand Four Hundred Eighty Eight",272244,"Two Lakh Seventy Two Thousand Two Hundred Fourty Four"
12,012-22-000005,01-Jan-2023,31-Jan-2023,"Annual Maintanance of street lights package D-2 in Shettyhalli Surrounding Area ward no 12","o012 Shettihalli","Executive Engineer Electricial Dasarahalli Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","002481 CHETHAN ELECTRICALS ",9986319631,,Running,000002,04-Apr-2022,000067,17-Feb-2023,000067,17-Feb-2023,,"           ","Under Process in Addl. Commr. Finance",288303,"Two Lakh Eighty Eight Thousand Three Hundred Three",19472,"Nineteen Thousand Four Hundred Seventy Two",268831,"Two Lakh Sixty Eight Thousand Eight Hundred Thirty One"
13,012-22-000004,01-Dec-2022,31-Dec-2022,"Annual Maintenance of street lights package D-1 in Kammagondanhalli Surrounding Area ward no 12","o012 Shettihalli","Executive Engineer Electricial Dasarahalli Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","002481 CHETHAN ELECTRICALS ",9986319631,,Running,000001,04-Apr-2022,000058,07-Jan-2023,000058,07-Jan-2023,,"           ","Under Process in Addl. Commr. Finance",205282,"Two Lakh Five Thousand Two Hundred Eighty Two",15711,"Fifteen Thousand Seven Hundred Eleven",189571,"One Lakh Eighty Nine Thousand Five Hundred Seventy One"
14,012-22-000005,01-Dec-2022,31-Dec-2022,"Annual Maintanance of street lights package D-2 in Shettyhalli Surrounding Area ward no 12","o012 Shettihalli","Executive Engineer Electricial Dasarahalli Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","002481 CHETHAN ELECTRICALS ",9986319631,,Running,000002,04-Apr-2022,000059,07-Jan-2023,000059,07-Jan-2023,,"           ","Under Process in Addl. Commr. Finance",201853,"Two Lakh One Thousand Eight Hundred Fifty Three",15407,"Fifteen Thousand Four Hundred Seven",186446,"One Lakh Eighty Six Thousand Four Hundred Fourty Six"
15,012-22-000004,01-Nov-2022,30-Nov-2022,"Annual Maintenance of street lights package D-1 in Kammagondanhalli Surrounding Area ward no 12","o012 Shettihalli","Executive Engineer Electricial Dasarahalli Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","002481 CHETHAN ELECTRICALS ",9986319631,,Running,000001,04-Apr-2022,000053,13-Dec-2022,000053,13-Dec-2022,,"           ","Under Process in Addl. Commr. Finance",222418,"Two Lakh Twenty Two Thousand Four Hundred Eighteen",16838,"Sixteen Thousand Eight Hundred Thirty Eight",205580,"Two Lakh Five Thousand Five Hundred Eighty "
16,012-22-000005,01-Nov-2022,30-Nov-2022,"Annual Maintanance of street lights package D-2 in Shettyhalli Surrounding Area ward no 12","o012 Shettihalli","Executive Engineer Electricial Dasarahalli Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","002481 CHETHAN ELECTRICALS ",9986319631,,Running,000002,04-Apr-2022,000052,13-Dec-2022,000052,13-Dec-2022,,"           ","Under Process in Addl. Commr. Finance",220874,"Two Lakh Twenty  Thousand Eight Hundred Seventy Four",16741,"Sixteen Thousand Seven Hundred Fourty One",204133,"Two Lakh Four Thousand One Hundred Thirty Three"
17,012-22-000005,01-Sep-2022,31-Oct-2022,"Annual Maintanance of street lights package D-2 in Shettyhalli Surrounding Area ward no 12","o012 Shettihalli","Executive Engineer Electricial Dasarahalli Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","002481 CHETHAN ELECTRICALS ",9986319631,,Running,000002,04-Apr-2022,000044,23-Nov-2022,000044,23-Nov-2022,,"           ","000067 / 23-Feb-2023 in RTGS",441749,"Four Lakh Fourty One Thousand Seven Hundred Fourty Nine",30745,"Thirty  Thousand Seven Hundred Fourty Five",411004,"Four Lakh Eleven Thousand Four"
18,012-22-000004,01-Sep-2022,31-Oct-2022,"Annual Maintenance of street lights package D-1 in Kammagondanhalli Surrounding Area ward no 12","o012 Shettihalli","Executive Engineer Electricial Dasarahalli Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","002481 CHETHAN ELECTRICALS ",9986319631,,Running,000001,04-Apr-2022,000034,19-Nov-2022,000034,19-Nov-2022,,"           ","000066 / 23-Feb-2023 in RTGS",444836,"Four Lakh Fourty Four Thousand Eight Hundred Thirty Six",31134,"Thirty One Thousand One Hundred Thirty Four",413702,"Four Lakh Thirteen Thousand Seven Hundred Two"
19,012-22-000005,01-Jul-2022,31-Aug-2022,"Annual Maintanance of street lights package D-2 in Shettyhalli Surrounding Area ward no 12","o012 Shettihalli","Executive Engineer Electricial Dasarahalli Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","002481 CHETHAN ELECTRICALS ",9986319631,,Running,000002,04-Apr-2022,000026,09-Sep-2022,000026,10-Sep-2022,,"           ","000037 / 07-Dec-2022 in RTGS",441749,"Four Lakh Fourty One Thousand Seven Hundred Fourty Nine",29444,"Twenty Nine Thousand Four Hundred Fourty Four",412305,"Four Lakh Twelve Thousand Three Hundred Five"
20,012-22-000004,01-Jul-2022,31-Aug-2022,"Annual Maintenance of street lights package D-1 in Kammagondanhalli Surrounding Area ward no 12","o012 Shettihalli","Executive Engineer Electricial Dasarahalli Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","002481 CHETHAN ELECTRICALS ",9986319631,,Running,000001,04-Apr-2022,000025,09-Sep-2022,000025,09-Sep-2022,,"           ","000038 / 08-Dec-2022 in RTGS",444837,"Four Lakh Fourty Four Thousand Eight Hundred Thirty Seven",29634,"Twenty Nine Thousand Six Hundred Thirty Four",415203,"Four Lakh Fifteen Thousand Two Hundred Three"
21,012-22-000004,01-Apr-2022,30-Jun-2022,"Annual Maintenance of street lights package D-1 in Kammagondanhalli Surrounding Area ward no 12","o012 Shettihalli","Executive Engineer Electricial Dasarahalli Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","002481 CHETHAN ELECTRICALS ",9986319631,,Running,000001,04-Apr-2022,000005,02-Aug-2022,000005,02-Aug-2022,,"           ","000027 / 20-Oct-2022 in RTGS",667255,"Six Lakh Sixty Seven Thousand Two Hundred Fifty Five",45200,"Fourty Five Thousand Two Hundred ",622055,"Six Lakh Twenty Two Thousand Fifty Five"
22,012-22-000005,01-Apr-2022,30-Jun-2022,"Annual Maintanance of street lights package D-2 in Shettyhalli Surrounding Area ward no 12","o012 Shettihalli","Executive Engineer Electricial Dasarahalli Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","002481 CHETHAN ELECTRICALS ",9986319631,,Running,000002,04-Apr-2022,000006,02-Aug-2022,000006,02-Aug-2022,,"           ","000026 / 20-Oct-2022 in RTGS",662624,"Six Lakh Sixty Two Thousand Six Hundred Twenty Four",45019,"Fourty Five Thousand Nineteen",617605,"Six Lakh Seventeen Thousand Six Hundred Five"
23,012-20-000118,04-Feb-2022,23-Jun-2022,"Improvements to roads Kempegowda Garden  and surrounding area  in ward no 12 Shettyhalli","o012 Shettihalli","Executive Engineer Dasarahalli","P3602 Special Development works at ward Nos.02, 06, 07, 08, 11, 12, 16, 21, 23, 24, 25, 30, 37, 40, 41, 47, 48, 53, 54, 55, 56, 58, 59, 61, 62, 66, 73, 78, 87, 91, 106, 107, 110, 118, 120, 131, 136, 147, 148, 151, 157, 180, 190, 192, 197, 198","Mr  HANUMANTHARAJU",9742107961,,"First and Final",000087,04-Feb-2022,000013,12-Sep-2022,000076,15-Sep-2022,,"           ","Under Process in Addl. Commr. Finance",5094506,"Fifty  Lakh Ninety Four Thousand Five Hundred Six",536765,"Five Lakh Thirty Six Thousand Seven Hundred Sixty Five",4557741,"Fourty Five Lakh Fifty Seven Thousand Seven Hundred Fourty One"
24,012-20-000109,05-Jan-2022,26-Apr-2022,"Improvements to roads and other works in Abbigere Pashchimcounty and Surrounding area in ward no 12 Shettyhalli","o012 Shettihalli","Executive Engineer Dasarahalli","P2573 Encouragement to Rural Sports (Marali ba Atada Maidhanakke) Dy Mayors discretionary","K B CONSTRUCTIONS",9845937211,,"First and Final",000078,05-Jan-2022,000005,04-May-2022,000012,04-May-2022,,"           ","Under Process in Addl. Commr. Finance",10014177,"One Crore Fourteen Thousand One Hundred Seventy Seven",561510,"Five Lakh Sixty One Thousand Five Hundred Ten",9452667,"Ninety Four Lakh Fifty Two Thousand Six Hundred Sixty Seven"
25,012-20-000117,05-Jan-2022,26-Apr-2022,"Improvements to roads Abbigere circle to Lakshmi temple and surrounding area (Pipe line road) in ward no 12 Shettyhalli","o012 Shettihalli","Executive Engineer Dasarahalli","P3602 Special Development works at ward Nos.02, 06, 07, 08, 11, 12, 16, 21, 23, 24, 25, 30, 37, 40, 41, 47, 48, 53, 54, 55, 56, 58, 59, 61, 62, 66, 73, 78, 87, 91, 106, 107, 110, 118, 120, 131, 136, 147, 148, 151, 157, 180, 190, 192, 197, 198","K B CONSTRUCTIONS",9845937211,,"First and Final",000079,05-Jan-2022,000004,04-May-2022,000011,04-May-2022,,"           ","Under Process in Addl. Commr. Finance",10361551,"One Crore Three Lakh Sixty One Thousand Five Hundred Fifty One",807534,"Eight Lakh Seven Thousand Five Hundred Thirty Four",9554017,"Ninety Five Lakh Fifty Four Thousand Seventeen"
26,012-20-000121,17-Dec-2021,16-Apr-2022,"Maintainace and repairs of borewell and maintainance of footpath and drain in ward no 12 shettyhalli Shettyhalli sub division","o012 Shettihalli","Executive Engineer Dasarahalli","P1771 Zone Works - POW Works","PRAKASH S",9449009383,,"First and Final",000071,16-Dec-2021,000006,13-May-2022,000019,16-May-2022,,"           ","Under Process in Addl. Commr. Finance",6020222,"Sixty  Lakh Twenty  Thousand Two Hundred Twenty Two",233928,"Two Lakh Thirty Three Thousand Nine Hundred Twenty Eight",5786294,"Fifty Seven Lakh Eighty Six Thousand Two Hundred Ninety Four"
27,012-21-000002,07-Aug-2020,23-Nov-2021,"Providing Project Management Consultancy Service For Proposed Construction of SWD U shape Drain at Abbigere Police Station to juice Factory in ward no 12","o012 Shettihalli","Chief Engineer SWD Central Zone","P3813 Construction of SWD U Shape drain at Abbigere Police Station road to Juice Factory in Ward No.12","M/s SHIPRAMA CONSULTING ENGINEERS PVT LTD",9980055499,shiprama888@gmail.com,"First and Final",000002,02-Nov-2021,000003,10-Dec-2021,000145,13-Dec-2021,,"           ","Under Process in Addl. Commr. Finance",900000,"Nine Lakh ",90000,"Ninety  Thousand ",810000,"Eight Lakh Ten Thousand "
28,012-20-000037,16-Oct-2021,01-Jan-2022,"Improvements to road and drain K G Halli Gurunath Layout and surroundings in ward no 12 Shettyhalli","o012 Shettihalli","Executive Engineer Dasarahalli","P2178 Works sanctioned by Dy. Mayor","K B CONSTRUCTIONS",9845937211,,"First and Final",000068,12-Oct-2021,000032,02-Feb-2022,000100,02-Feb-2022,,"           ","Under Process in Addl. Commr. Finance",10350513,"One Crore Three Lakh Fifty  Thousand Five Hundred Thirteen",624759,"Six Lakh Twenty Four Thousand Seven Hundred Fifty Nine",9725754,"Ninety Seven Lakh Twenty Five Thousand Seven Hundred Fifty Four"
29,012-21-000004,19-Jul-2022,30-Jul-2022,"Widening and Comprehensive Development of Singapura Garden Road from Abbigere Road (Precision Components factory) to Shrinikethan Layout (BDA Layout)","o012 Shettihalli","Executive Engineer Road Infrastructure Dasarahalli Division Central Zone","P3075 Special comprehensive development works in Bangalore city (Bangalore city in charge Minister Discretionary Grants)","S L V CONSTRUCTIONS",9448476869,,Running,000002,28-Jul-2021,000012,23-Dec-2022,000014,31-Dec-2022,,"           ","Under Process in Addl. Commr. Finance",32694000,"Three Crore Twenty Six Lakh Ninety Four Thousand ",1875627,"Eighteen Lakh Seventy Five Thousand Six Hundred Twenty Seven",30818373,"Three Crore Eight Lakh Eighteen Thousand Three Hundred Seventy Three"
30,012-21-000004,19-Jul-2021,30-Jul-2022,"Widening and Comprehensive Development of Singapura Garden Road from Abbigere Road (Precision Components factory) to Shrinikethan Layout (BDA Layout)","o012 Shettihalli","Executive Engineer Road Infrastructure Dasarahalli Division Central Zone","P3075 Special comprehensive development works in Bangalore city (Bangalore city in charge Minister Discretionary Grants)","S L V CONSTRUCTIONS",9448476869,,Running,000002,28-Jul-2021,,"           ",,"           ",,"           ","Under Process in Asst. Exec. Engineer",32694000,"Three Crore Twenty Six Lakh Ninety Four Thousand ",0,,0,
31,012-21-000004,19-Jul-2021,30-Jul-2022,"Widening and Comprehensive Development of Singapura Garden Road from Abbigere Road (Precision Components factory) to Shrinikethan Layout (BDA Layout)","o012 Shettihalli","Executive Engineer Road Infrastructure Dasarahalli Division Central Zone","P3075 Special comprehensive development works in Bangalore city (Bangalore city in charge Minister Discretionary Grants)","S L V CONSTRUCTIONS",9448476869,,Running,000002,28-Jul-2021,,"           ",,"           ",,"           ","Under Process in Asst. Exec. Engineer",32694000,"Three Crore Twenty Six Lakh Ninety Four Thousand ",0,,0,
32,012-21-000004,19-Jul-2022,30-Jul-2022,"Widening and Comprehensive Development of Singapura Garden Road from Abbigere Road (Precision Components factory) to Shrinikethan Layout (BDA Layout)","o012 Shettihalli","Executive Engineer Road Infrastructure Dasarahalli Division Central Zone","P3075 Special comprehensive development works in Bangalore city (Bangalore city in charge Minister Discretionary Grants)","S L V CONSTRUCTIONS",9448476869,,Running,000002,28-Jul-2021,,"           ",,"           ",,"           ","Under Process in Asst. Exec. Engineer",32694000,"Three Crore Twenty Six Lakh Ninety Four Thousand ",0,,0,
33,012-21-000004,19-Jul-2022,30-Jul-2022,"Widening and Comprehensive Development of Singapura Garden Road from Abbigere Road (Precision Components factory) to Shrinikethan Layout (BDA Layout)","o012 Shettihalli","Executive Engineer Road Infrastructure Dasarahalli Division Central Zone","P3075 Special comprehensive development works in Bangalore city (Bangalore city in charge Minister Discretionary Grants)","S L V CONSTRUCTIONS",9448476869,,Running,000002,28-Jul-2021,,"           ",,"           ",,"           ","Under Process in Asst. Exec. Engineer",32694000,"Three Crore Twenty Six Lakh Ninety Four Thousand ",0,,0,
34,012-21-000004,19-Jul-2021,30-Jul-2022,"Widening and Comprehensive Development of Singapura Garden Road from Abbigere Road (Precision Components factory) to Shrinikethan Layout (BDA Layout)","o012 Shettihalli","Executive Engineer Road Infrastructure Dasarahalli Division Central Zone","P3075 Special comprehensive development works in Bangalore city (Bangalore city in charge Minister Discretionary Grants)","S L V CONSTRUCTIONS",9448476869,,Running,000002,28-Jul-2021,,"           ",,"           ",,"           ","Under Process in Asst. Exec. Engineer",32694000,"Three Crore Twenty Six Lakh Ninety Four Thousand ",0,,0,
35,012-21-000004,19-Jul-2021,30-Jul-2022,"Widening and Comprehensive Development of Singapura Garden Road from Abbigere Road (Precision Components factory) to Shrinikethan Layout (BDA Layout)","o012 Shettihalli","Executive Engineer Road Infrastructure Dasarahalli Division Central Zone","P3075 Special comprehensive development works in Bangalore city (Bangalore city in charge Minister Discretionary Grants)","S L V CONSTRUCTIONS",9448476869,,Running,000002,28-Jul-2021,,"           ",,"           ",,"           ","Under Process in Asst. Exec. Engineer",32694000,"Three Crore Twenty Six Lakh Ninety Four Thousand ",0,,0,
36,012-21-000003,14-Jul-2021,13-Jul-2022,"Widening and Comprehensive Development of Abbigere main road from Renaissance Woods Apartment to Abbigere park","o012 Shettihalli","Executive Engineer Road Infrastructure Dasarahalli Division Central Zone","P3075 Special comprehensive development works in Bangalore city (Bangalore city in charge Minister Discretionary Grants)","SRI CHOWDESHWARI CON",9845184779,,Running,000001,16-Jul-2021,000003,06-Sep-2022,000004,07-Sep-2022,,"           ","Under Process in Addl. Commr. Finance",16076000,"One Crore Sixty  Lakh Seventy Six Thousand ",785428,"Seven Lakh Eighty Five Thousand Four Hundred Twenty Eight",15290572,"One Crore Fifty Two Lakh Ninety  Thousand Five Hundred Seventy Two"
37,012-21-000003,14-Jul-2021,18-May-2022,"Widening and Comprehensive Development of Abbigere main road from Renaissance Woods Apartment to Abbigere park","o012 Shettihalli","Executive Engineer Road Infrastructure Dasarahalli Division Central Zone","P3075 Special comprehensive development works in Bangalore city (Bangalore city in charge Minister Discretionary Grants)","SRI CHOWDESHWARI CON",9845184779,,Running,000001,16-Jul-2021,000001,25-May-2022,000003,06-Aug-2022,,"           ","Under Process in Addl. Commr. Finance",43235662,"Four Crore Thirty Two Lakh Thirty Five Thousand Six Hundred Sixty Two",2112372,"Twenty One Lakh Twelve Thousand Three Hundred Seventy Two",41123290,"Four Crore Eleven Lakh Twenty Three Thousand Two Hundred Ninety "
38,012-21-000013,29-Jun-2021,23-Nov-2021,"Improvements to roads and drains  at Shettyhalli in ward no 12 Shettyhalli Sub Division","o012 Shettihalli","Executive Engineer Dasarahalli","P3839 Developmental works at ward No.12","INCHARA CONSTRUCTION",9972045670,,"First and Final",000028,28-Jun-2021,000034,09-Feb-2022,000105,10-Feb-2022,,"           ","Under Process in Addl. Commr. Finance",10492507,"One Crore Four Lakh Ninety Two Thousand Five Hundred Seven",814122,"Eight Lakh Fourteen Thousand One Hundred Twenty Two",9678385,"Ninety Six Lakh Seventy Eight Thousand Three Hundred Eighty Five"
39,012-21-000002,24-Mar-2021,23-Nov-2021,"Construction of SWD U shape Drain at Abbigere Police Station to juice Factory in ward no 12","o012 Shettihalli","Chief Engineer SWD Central Zone","P3813 Construction of SWD U Shape drain at Abbigere Police Station road to Juice Factory in Ward No.12","SOMASHEKAR B N",9481279148,,"First and Final",000001,26-Apr-2021,000002,09-Dec-2021,000143,09-Dec-2021,,"           ","Under Process in Addl. Commr. Finance",73230080,"Seven Crore Thirty Two Lakh Thirty  Thousand Eighty ",3342405,"Thirty Three Lakh Fourty Two Thousand Four Hundred Five",69887675,"Six Crore Ninety Eight Lakh Eighty Seven Thousand Six Hundred Seventy Five"
40,012-20-000116,16-Mar-2021,02-Dec-2021,"Providing and laying PVC pipe line for water supply in Abbigere medarahalli and KG Halli in ward no 12 shettyhalli Sub division","o012 Shettihalli","Executive Engineer Dasarahalli","P1802 Water Supply New Areas","MANJULA K           ",9448009463,,"First and Final",000200,16-Mar-2021,000002,28-Apr-2022,000008,30-Apr-2022,,"           ","Under Process in Addl. Commr. Finance",3609215,"Thirty Six Lakh Nine Thousand Two Hundred Fifteen",250619,"Two Lakh Fifty  Thousand Six Hundred Nineteen",3358596,"Thirty Three Lakh Fifty Eight Thousand Five Hundred Ninety Six"
41,012-20-000035,01-Oct-2021,31-Mar-2022,"Annual Maintenance of street lights package D-1 ward no 12 Shettyhalli","o012 Shettihalli","Executive Engineer Electricial Dasarahalli Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","VICTORY ELECTRICAL  ",9448962419,,"Sixth and Final",000004,08-Jan-2021,000042,22-Nov-2022,000042,22-Nov-2022,,"           ","000068 / 24-Feb-2023 in RTGS",191897,"One Lakh Ninety One Thousand Eight Hundred Ninety Seven",13706,"Thirteen Thousand Seven Hundred Six",178191,"One Lakh Seventy Eight Thousand One Hundred Ninety One"
42,012-20-000035,01-Dec-2021,31-Mar-2022,"Annual Maintenance of street lights package D-1 ward no 12 Shettyhalli","o012 Shettihalli","Executive Engineer Electricial Dasarahalli Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","VICTORY ELECTRICAL  ",9448962419,,Running,000004,08-Jan-2021,000003,21-Jun-2022,000003,21-Jun-2022,,"           ","000028 / 20-Oct-2022 in RTGS",1278478,"Twelve Lakh Seventy Eight Thousand Four Hundred Seventy Eight",81137,"Eighty One Thousand One Hundred Thirty Seven",1197341,"Eleven Lakh Ninety Seven Thousand Three Hundred Fourty One"
43,012-20-000035,01-Sep-2021,30-Nov-2021,"Annual Maintenance of street lights package D-1 ward no 12 Shettyhalli","o012 Shettihalli","Executive Engineer Electricial Dasarahalli Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","VICTORY ELECTRICAL  ",9448962419,,Running,000004,08-Jan-2021,000029,13-Dec-2021,000029,13-Dec-2021,,"           ","000387 / 02-Mar-2022 in RTGS",920464,"Nine Lakh Twenty  Thousand Four Hundred Sixty Four",58676,"Fifty Eight Thousand Six Hundred Seventy Six",861788,"Eight Lakh Sixty One Thousand Seven Hundred Eighty Eight"
