"Sl No","Job Number","Start Date","End Date","Name of Work",Ward,Office,"Budget Head",Contractor,Mobile,Email,"Bill Type","Order Number","Order Date","SBR Number","SBR Date","BR Number","BR Date","CBR Number","CBR Date",Payment,Gross,"Gross In words",Deduction,"Deduction in words",Nett,"Nett in words"
11,198-22-000007,01-Apr-2022,31-Mar-2023,"Operation and maintenance of street lighting system in ward no-198, (P-Thalaghattapura) Package R20 of Rajarajeshwari Nagar Zone for the Year 2021-22","o198 Hemmigepura","Executive Engineer (Electrical) Rajarajeshwari Nagar Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","022500 SRINIVASA ELECTRICAL",9945535032,,Running,000018,05-Apr-2022,000154,09-Jan-2023,000154,09-Jan-2023,,"           ","Under Process in Addl. Commr. Finance",385333,"Three Lakh Eighty Five Thousand Three Hundred Thirty Three",24428,"Twenty Four Thousand Four Hundred Twenty Eight",360905,"Three Lakh Sixty  Thousand Nine Hundred Five"
12,198-22-000008,01-Apr-2022,31-Mar-2023,"Operation and maintenance of street lighting system in ward no-198,  (P-Pattanagere) Package R19 of Rajarajeshwari Nagar Zone for the Year 2021-22","o198 Hemmigepura","Executive Engineer (Electrical) Rajarajeshwari Nagar Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","026388 GEETHA ELECTRICAL ST",8088811101,,Running,000017,05-Apr-2022,000139,16-Dec-2022,000139,16-Dec-2022,,"           ","Under Process in Addl. Commr. Finance",360505,"Three Lakh Sixty  Thousand Five Hundred Five",24969,"Twenty Four Thousand Nine Hundred Sixty Nine",335536,"Three Lakh Thirty Five Thousand Five Hundred Thirty Six"
13,198-22-000008,01-Apr-2022,31-Mar-2023,"Operation and maintenance of street lighting system in ward no-198,  (P-Pattanagere) Package R19 of Rajarajeshwari Nagar Zone for the Year 2021-22","o198 Hemmigepura","Executive Engineer (Electrical) Rajarajeshwari Nagar Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","026388 GEETHA ELECTRICAL ST",8088811101,,Running,000017,05-Apr-2022,000140,16-Dec-2022,000140,16-Dec-2022,,"           ","Under Process in Addl. Commr. Finance",360505,"Three Lakh Sixty  Thousand Five Hundred Five",23269,"Twenty Three Thousand Two Hundred Sixty Nine",337236,"Three Lakh Thirty Seven Thousand Two Hundred Thirty Six"
14,198-22-000007,01-Apr-2022,31-Mar-2023,"Operation and maintenance of street lighting system in ward no-198, (P-Thalaghattapura) Package R20 of Rajarajeshwari Nagar Zone for the Year 2021-22","o198 Hemmigepura","Executive Engineer (Electrical) Rajarajeshwari Nagar Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","022500 SRINIVASA ELECTRICAL",9945535032,,Running,000018,05-Apr-2022,000135,09-Dec-2022,000135,09-Dec-2022,,"           ","Under Process in Addl. Commr. Finance",385333,"Three Lakh Eighty Five Thousand Three Hundred Thirty Three",24728,"Twenty Four Thousand Seven Hundred Twenty Eight",360605,"Three Lakh Sixty  Thousand Six Hundred Five"
15,198-22-000007,01-Apr-2022,31-Mar-2023,"Operation and maintenance of street lighting system in ward no-198, (P-Thalaghattapura) Package R20 of Rajarajeshwari Nagar Zone for the Year 2021-22","o198 Hemmigepura","Executive Engineer (Electrical) Rajarajeshwari Nagar Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","022500 SRINIVASA ELECTRICAL",9945535032,,Running,000018,05-Apr-2022,000119,25-Nov-2022,000119,25-Nov-2022,,"           ","Under Process in Addl. Commr. Finance",385333,"Three Lakh Eighty Five Thousand Three Hundred Thirty Three",25528,"Twenty Five Thousand Five Hundred Twenty Eight",359805,"Three Lakh Fifty Nine Thousand Eight Hundred Five"
16,198-22-000008,01-Apr-2022,31-Mar-2023,"Operation and maintenance of street lighting system in ward no-198,  (P-Pattanagere) Package R19 of Rajarajeshwari Nagar Zone for the Year 2021-22","o198 Hemmigepura","Executive Engineer (Electrical) Rajarajeshwari Nagar Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","026388 GEETHA ELECTRICAL ST",8088811101,,Running,000017,05-Apr-2022,000102,15-Nov-2022,000102,15-Nov-2022,,"           ","Under Process in Addl. Commr. Finance",721011,"Seven Lakh Twenty One Thousand Eleven",59987,"Fifty Nine Thousand Nine Hundred Eighty Seven",661024,"Six Lakh Sixty One Thousand Twenty Four"
17,198-22-000007,01-Apr-2022,31-Mar-2023,"Operation and maintenance of street lighting system in ward no-198, (P-Thalaghattapura) Package R20 of Rajarajeshwari Nagar Zone for the Year 2021-22","o198 Hemmigepura","Executive Engineer (Electrical) Rajarajeshwari Nagar Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","022500 SRINIVASA ELECTRICAL",9945535032,,Running,000018,05-Apr-2022,000094,10-Nov-2022,000094,10-Nov-2022,,"           ","Under Process in Addl. Commr. Finance",770666,"Seven Lakh Seventy  Thousand Six Hundred Sixty Six",49110,"Fourty Nine Thousand One Hundred Ten",721556,"Seven Lakh Twenty One Thousand Five Hundred Fifty Six"
18,198-22-000008,01-Apr-2022,31-Mar-2023,"Operation and maintenance of street lighting system in ward no-198,  (P-Pattanagere) Package R19 of Rajarajeshwari Nagar Zone for the Year 2021-22","o198 Hemmigepura","Executive Engineer (Electrical) Rajarajeshwari Nagar Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","026388 GEETHA ELECTRICAL ST",8088811101,,Running,000017,05-Apr-2022,000072,18-Aug-2022,000072,18-Aug-2022,,"           ","000088 / 12-Dec-2022 in RTGS",721011,"Seven Lakh Twenty One Thousand Eleven",57147,"Fifty Seven Thousand One Hundred Fourty Seven",663864,"Six Lakh Sixty Three Thousand Eight Hundred Sixty Four"
19,198-22-000007,01-Jun-2022,31-Jul-2022,"Operation and maintenance of street lighting system in ward no-198, (P-Thalaghattapura) Package R20 of Rajarajeshwari Nagar Zone for the Year 2021-22","o198 Hemmigepura","Executive Engineer (Electrical) Rajarajeshwari Nagar Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","022500 SRINIVASA ELECTRICAL",9945535032,,Running,000018,05-Apr-2022,000053,16-Aug-2022,000053,16-Aug-2022,,"           ","000105 / 12-Dec-2022 in RTGS",770666,"Seven Lakh Seventy  Thousand Six Hundred Sixty Six",48360,"Fourty Eight Thousand Three Hundred Sixty ",722306,"Seven Lakh Twenty Two Thousand Three Hundred Six"
20,198-22-000007,01-Apr-2022,31-Mar-2023,"Operation and maintenance of street lighting system in ward no-198, (P-Thalaghattapura) Package R20 of Rajarajeshwari Nagar Zone for the Year 2021-22","o198 Hemmigepura","Executive Engineer (Electrical) Rajarajeshwari Nagar Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","022500 SRINIVASA ELECTRICAL",9945535032,,Running,000018,05-Apr-2022,000027,16-Jul-2022,000027,16-Jul-2022,,"           ","000098 / 12-Dec-2022 in RTGS",770666,"Seven Lakh Seventy  Thousand Six Hundred Sixty Six",49360,"Fourty Nine Thousand Three Hundred Sixty ",721306,"Seven Lakh Twenty One Thousand Three Hundred Six"
21,198-22-000008,01-Apr-2022,31-Mar-2023,"Operation and maintenance of street lighting system in ward no-198,  (P-Pattanagere) Package R19 of Rajarajeshwari Nagar Zone for the Year 2021-22","o198 Hemmigepura","Executive Engineer (Electrical) Rajarajeshwari Nagar Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","026388 GEETHA ELECTRICAL ST",8088811101,,Running,000017,05-Apr-2022,000031,16-Jul-2022,000031,16-Jul-2022,,"           ","000087 / 12-Dec-2022 in RTGS",721011,"Seven Lakh Twenty One Thousand Eleven",55647,"Fifty Five Thousand Six Hundred Fourty Seven",665364,"Six Lakh Sixty Five Thousand Three Hundred Sixty Four"
22,198-22-000006,31-Mar-2022,25-Apr-2022,"Improvements and Development of Footpath and other Allied works at Hemmigepura Ward limits in ward No-198 of Kengeri Sub Division.","o198 Hemmigepura","Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone","P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards","026187 SPOORTHI ENTERPRISES",9739755227,,"First and Final",000102,31-Mar-2022,000028,22-Jun-2022,000059,24-Jun-2022,,"           ","Under Process in Addl. Commr. Finance",1869043,"Eighteen Lakh Sixty Nine Thousand Fourty Three",200768,"Two Lakh Seven Hundred Sixty Eight",1668275,"Sixteen Lakh Sixty Eight Thousand Two Hundred Seventy Five"
23,198-22-000005,30-Mar-2022,29-Jul-2022,"Improvements to Roads in Raghuvanahalli in Ward No.198 of Kengeri Sub Division ","o198 Hemmigepura","Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone","P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards","022255 RAMALINGU",9980573052,,"First and Final",000098,30-Mar-2022,000085,16-Nov-2022,000154,17-Nov-2022,,"           ","Under Process in Addl. Commr. Finance",5203488,"Fifty Two Lakh Three Thousand Four Hundred Eighty Eight",627500,"Six Lakh Twenty Seven Thousand Five Hundred ",4575988,"Fourty Five Lakh Seventy Five Thousand Nine Hundred Eighty Eight"
24,198-22-000002,09-Feb-2022,06-Apr-2022,"Pothole Filling at Hemmigepura Ward Limits in ward No-198 of Kengeri Sub division for the year 2021-22","o198 Hemmigepura","Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone","P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards",MADHUSUDHANTR,9739992676,,"First and Final",000081,09-Feb-2022,000011,16-May-2022,000027,16-May-2022,,"           ","Under Process in Addl. Commr. Finance",1445771,"Fourteen Lakh Fourty Five Thousand Seven Hundred Seventy One",218926,"Two Lakh Eighteen Thousand Nine Hundred Twenty Six",1226845,"Twelve Lakh Twenty Six Thousand Eight Hundred Fourty Five"
25,198-21-000031,20-Jan-2022,11-Apr-2022,"Providing high intensity illumination to Adithya bakery junction, Srinivaspura cross junction and  BGS junction of ward no. 198 under RR nagar zone.","o198 Hemmigepura","Executive Engineer (Electrical) Rajarajeshwari Nagar Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","023984 SRI BHAGWAN ELECTRIC",9449627307,,"First and Final",000022,20-Jan-2022,000004,18-May-2022,000004,18-May-2022,,"           ","000031 / 08-Oct-2022 in RTGS",626249,"Six Lakh Twenty Six Thousand Two Hundred Fourty Nine",24334,"Twenty Four Thousand Three Hundred Thirty Four",601915,"Six Lakh One Thousand Nine Hundred Fifteen"
26,198-21-000032,24-Dec-2021,15-Feb-2022,"Providing Tubular poles, Street light fittings and AB-UG Cable along with required Accessories at Mysore Road  various junctions under  ward No-198, RR Nagar Zone.","o198 Hemmigepura","Executive Engineer (Electrical) Rajarajeshwari Nagar Zone","P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package)","SRI DURGA ENTERPRISE",9448510301,,"First and Final",000014,28-Dec-2021,000079,10-Mar-2022,000079,10-Mar-2022,,"           ","000255 / 16-Jul-2022 in RTGS",2005925,"Twenty  Lakh Five Thousand Nine Hundred Twenty Five",77944,"Seventy Seven Thousand Nine Hundred Fourty Four",1927981,"Nineteen Lakh Twenty Seven Thousand Nine Hundred Eighty One"
27,198-20-000121,04-Oct-2021,14-Mar-2022,"Providing Street name Boards in ward no 198","o198 Hemmigepura","Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone","P1771 Zone Works - POW Works","GNANENDRA MURTHY M D",9986020978,,"First and Final",000063,04-Oct-2021,000027,20-Jun-2022,000060,24-Jun-2022,,"           ","Under Process in Addl. Commr. Finance",1857419,"Eighteen Lakh Fifty Seven Thousand Four Hundred Nineteen",165044,"One Lakh Sixty Five Thousand Fourty Four",1692375,"Sixteen Lakh Ninety Two Thousand Three Hundred Seventy Five"
28,198-21-000004,15-Mar-2021,31-Mar-2022,"Improvements to Roads and drains in Vinayaka Layout, Police Layout and surrounding area in ward no 198 Hemmigepura","o198 Hemmigepura","Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone","P3768 Special Development works at ward Nos 181,124,004,082,176,193,084,068,110,180,067 (2.5 Crore each ward)","S S ENTERPRISES",9845385296,,"First and Final",000061,04-Oct-2021,000003,12-Apr-2022,000006,12-Apr-2022,,"           ","Under Process in Addl. Commr. Finance",19503768,"One Crore Ninety Five Lakh Three Thousand Seven Hundred Sixty Eight",2165087,"Twenty One Lakh Sixty Five Thousand Eighty Seven",17338681,"One Crore Seventy Three Lakh Thirty Eight Thousand Six Hundred Eighty One"
29,198-20-000120,07-Sep-2021,21-Apr-2022,"Rain water Harvesting  Works in ward no 198","o198 Hemmigepura","Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone","P1771 Zone Works - POW Works",MADHUSUDHANTR,9739992676,,"First and Final",000059,07-Sep-2021,000012,16-May-2022,000026,16-May-2022,,"           ","Under Process in Addl. Commr. Finance",2205587,"Twenty Two Lakh Five Thousand Five Hundred Eighty Seven",270039,"Two Lakh Seventy  Thousand Thirty Nine",1935548,"Nineteen Lakh Thirty Five Thousand Five Hundred Fourty Eight"
30,198-19-000027,30-Sep-2020,01-Apr-2021,"Consultancy Services for Preparation of Detailed Project Report (DPR) for the 01 Work under P3503 Grants in Ward No-198 Kengeri Division Rajarajeswari Nagara Zone Package-2","o198 Hemmigepura","Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone","P3503 Development work at Talagattapura surrounding areas Hemigepura ward","SILICON CONSULTING E",9448353883,,"First and Final",000035,15-Jul-2021,000046,26-Jul-2021,000118,24-Sep-2021,,"           ","Under Process in Addl. Commr. Finance",98000,"Ninety Eight Thousand ",9800,"Nine Thousand Eight Hundred ",88200,"Eighty Eight Thousand Two Hundred "
31,198-20-000078,16-Feb-2021,30-Jul-2022,"Construction of Anganawadi Building and Library Building with allied Improvement works in Library road and connecting roads in Thalaghattapura in Hemmigepura ward no 198","o198 Hemmigepura","Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone","P3600 Special Development works at ward Nos.172, 98, 63, 95, 77, 75, 84, 171, 76, 152, 68, 72, 145, 140, 99, 38, 50",RAMALINGU,9980573052,,"Second and Final",000027,21-May-2021,000059,28-Sep-2022,000129,29-Sep-2022,,"           ","Under Process in Addl. Commr. Finance",2157437,"Twenty One Lakh Fifty Seven Thousand Four Hundred Thirty Seven",156237,"One Lakh Fifty Six Thousand Two Hundred Thirty Seven",2001200,"Twenty  Lakh One Thousand Two Hundred "
32,198-20-000078,21-May-2021,30-Aug-2021,"Construction of Anganawadi Building and Library Building with allied Improvement works in Library road and connecting roads in Thalaghattapura in Hemmigepura ward no 198","o198 Hemmigepura","Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone","P3600 Special Development works at ward Nos.172, 98, 63, 95, 77, 75, 84, 171, 76, 152, 68, 72, 145, 140, 99, 38, 50",RAMALINGU,9980573052,,Running,000027,21-May-2021,000083,09-Sep-2021,000108,13-Sep-2021,,"           ","Under Process in Addl. Commr. Finance",12341584,"One Crore Twenty Three Lakh Fourty One Thousand Five Hundred Eighty Four",1220189,"Twelve Lakh Twenty  Thousand One Hundred Eighty Nine",11121395,"One Crore Eleven Lakh Twenty One Thousand Three Hundred Ninety Five"
33,198-21-000009,02-Jul-2021,31-Dec-2021,"Development of Ground and chain link fencing in BCMC Layout in ward no 198","o198 Hemmigepura","Executive Engineer (Project) Rajarajeshwari Nagar Zone","P0290 BBMP Assets - Fencing of Vacant BMP Land (including Parks, Playgrounds and Gardens)","M M CONSTRUCTIONS",9886827056,,"First and Final",000002,26-Apr-2021,000046,15-Feb-2022,000050,15-Feb-2022,,"           ","Under Process in Addl. Commr. Finance",9840340,"Ninety Eight Lakh Fourty  Thousand Three Hundred Fourty ",1073875,"Ten Lakh Seventy Three Thousand Eight Hundred Seventy Five",8766465,"Eighty Seven Lakh Sixty Six Thousand Four Hundred Sixty Five"
34,198-20-000074,26-Apr-2021,17-Dec-2021,"Construction of Shuttle Badmiton Court at BBMP Layout in Hemmigepura Ward No 198","o198 Hemmigepura","Executive Engineer (Project) Rajarajeshwari Nagar Zone","P3606 Construction of Indoor Stadium at BBMP Layout in ward No.198",RAMALINGU,9980573052,,"First and Final",000003,26-Apr-2021,000001,21-Dec-2021,000040,22-Dec-2021,,"           ","Under Process in Addl. Commr. Finance",20156596,"Two Crore One Lakh Fifty Six Thousand Five Hundred Ninety Six",875233,"Eight Lakh Seventy Five Thousand Two Hundred Thirty Three",19281363,"One Crore Ninety Two Lakh Eighty One Thousand Three Hundred Sixty Three"
35,198-20-000083,03-Apr-2021,09-Feb-2022,"Consultancy service for Construction supervision, project management and Quality Control (PMC) for the 03 works under P-3600 grant in ward no-198 Kengeri Division RajarajeshwariNagara Zone Package-1","o198 Hemmigepura","Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone","P3600 Special Development works at ward Nos.172, 98, 63, 95, 77, 75, 84, 171, 76, 152, 68, 72, 145, 140, 99, 38, 50","NEWZEN CONSULTANTS B",8792620231,,Running,000002,03-Apr-2021,000078,21-Oct-2022,000148,08-Nov-2022,,"           ","Under Process in Addl. Commr. Finance",350000,"Three Lakh Fifty  Thousand ",35000,"Thirty Five Thousand ",315000,"Three Lakh Fifteen Thousand "
36,198-20-000082,09-Feb-2021,09-Feb-2022,"Consultancy service for Construction supervision, project management and Quality Control (PMC) for the 02 works under P-3600 grant in ward no-198 Kengeri Division RajarajeshwariNagara Zone Package-2","o198 Hemmigepura","Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone","P3600 Special Development works at ward Nos.172, 98, 63, 95, 77, 75, 84, 171, 76, 152, 68, 72, 145, 140, 99, 38, 50","NEWZEN CONSULTANTS B",8792620231,,"First and Final",000001,03-Apr-2021,000072,20-Oct-2022,000141,07-Nov-2022,,"           ","Under Process in Addl. Commr. Finance",340000,"Three Lakh Fourty  Thousand ",34000,"Thirty Four Thousand ",306000,"Three Lakh Six Thousand "
37,198-20-000079,20-Feb-2021,29-Jul-2022,"Construction of New  Anganawadi Building in Raghuvanahalli Village  in Hemmigepura in ward no 198","o198 Hemmigepura","Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone","P3600 Special Development works at ward Nos.172, 98, 63, 95, 77, 75, 84, 171, 76, 152, 68, 72, 145, 140, 99, 38, 50",RAMALINGU,9980573052,,"First and Final",000329,23-Mar-2021,000060,28-Sep-2022,000130,29-Sep-2022,,"           ","Under Process in Addl. Commr. Finance",4944607,"Fourty Nine Lakh Fourty Four Thousand Six Hundred Seven",357907,"Three Lakh Fifty Seven Thousand Nine Hundred Seven",4586700,"Fourty Five Lakh Eighty Six Thousand Seven Hundred "
38,198-20-000080,23-Mar-2021,29-Jul-2022,"Construction of New Anganawadi Building  in Kodipalya near Kodipalya Govt School in Hemmigepura in ward no 198","o198 Hemmigepura","Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone","P3600 Special Development works at ward Nos.172, 98, 63, 95, 77, 75, 84, 171, 76, 152, 68, 72, 145, 140, 99, 38, 50","MOHAN KUMAR N       ",9148340108,,"First and Final",000333,23-Mar-2021,000061,28-Sep-2022,000131,29-Sep-2022,,"           ","Under Process in Addl. Commr. Finance",4991635,"Fourty Nine Lakh Ninety One Thousand Six Hundred Thirty Five",521335,"Five Lakh Twenty One Thousand Three Hundred Thirty Five",4470300,"Fourty Four Lakh Seventy  Thousand Three Hundred "
39,198-20-000081,23-Mar-2021,30-Jul-2022,"Construction of Toilet Building in Thalaghattapura  in Hemmigepura in ward no 198","o198 Hemmigepura","Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone","P3600 Special Development works at ward Nos.172, 98, 63, 95, 77, 75, 84, 171, 76, 152, 68, 72, 145, 140, 99, 38, 50","MOHAN KUMAR N       ",9148340108,,"First and Final",000334,23-Mar-2021,000062,28-Sep-2022,000132,29-Sep-2022,,"           ","Under Process in Addl. Commr. Finance",4987688,"Fourty Nine Lakh Eighty Seven Thousand Six Hundred Eighty Eight",521088,"Five Lakh Twenty One Thousand Eighty Eight",4466600,"Fourty Four Lakh Sixty Six Thousand Six Hundred "
